,Experiment,Model,Sample Size,SHAP Match %,Top Features
6889,Cyber Security,ExtraTrees,2000,80.0,"Company Size: 1955.1180, Data Sensitivity: 155.9096, Business Interruption Cost: 133.0453, Security Score: 33.7529, Types of Data Stored: 18.0946"
6890,Cyber Security,ExtraTrees,1000,100.0,"Company Size: 2008.4603, Business Interruption Cost: 138.8357, Data Sensitivity: 46.4746, Industry Risk: 44.1501, Security Score: 39.7762"
6891,Cyber Security,CatBoost,2000,80.0,"Company Size: 1757.8478, Business Interruption Cost: 120.5343, Data Sensitivity: 108.7287, Security Score: 54.4438, Geographic Location: 24.2647"
6892,Cyber Security,XGBoost,500,100.0,"Company Size: 1779.2468, Business Interruption Cost: 124.5154, Data Sensitivity: 94.2035, Security Score: 93.6609, Industry Risk: 40.5984"
6893,Cyber Security,Random Forest,100,80.0,"Company Size: 2449.1667, Industry Risk: 29.3271, Security Score: 26.5727, Types of Data Stored: 21.3891, Business Interruption Cost: 18.0437"
6894,Cyber Security,ElasticNet,1000,60.0,"Company Size: 1823.7704, Business Interruption Cost: 163.3061, Geographic Location: 114.9611, Data Sensitivity: 88.0086, Compliance Standard: 76.4211"
6895,Cyber Security,HistGradientBoosting,500,80.0,"Company Size: 2228.4624, Business Interruption Cost: 222.1666, Data Sensitivity: 137.2349, Compliance Standard: 73.9683, Industry Risk: 65.4314"
6896,Cyber Security,Gradient Boosting,100,80.0,"Company Size: 1268.6410, Business Interruption Cost: 101.8345, Data Sensitivity: 68.2389, Security Score: 22.6272, Previous Cyber Incidents: 19.6249"
6897,Cyber Security,Ridge,1000,80.0,"Company Size: 1724.8201, Data Sensitivity: 199.7929, Business Interruption Cost: 165.1484, Industry Risk: 138.8829, Previous Cyber Incidents: 133.5757"
6898,Cyber Security,HistGradientBoosting,100,80.0,"Company Size: 1559.9238, Security Score: 501.1449, Data Sensitivity: 461.1834, Compliance Standard: 305.5976, Industry Risk: 227.2841"
6899,Cyber Security,XGBoost,1000,100.0,"Company Size: 1858.0905, Data Sensitivity: 123.1437, Business Interruption Cost: 122.7436, Security Score: 69.7734, Industry Risk: 30.1055"
6900,Cyber Security,Random Forest,100,60.0,"Company Size: 894.4580, Industry Risk: 18.1545, Geographic Location: 12.7694, Compliance Standard: 10.9026, Business Interruption Cost: 9.1489"
6901,Cyber Security,MLPRegressor,1000,80.0,"Company Size: 1197.1697, Business Interruption Cost: 1088.4432, Security Score: 47.1544, Previous Cyber Incidents: 6.2335, Data Sensitivity: 5.1689"
6902,Cyber Security,HistGradientBoosting,1000,100.0,"Company Size: 1971.9785, Business Interruption Cost: 158.2951, Data Sensitivity: 153.9911, Security Score: 78.3498, Industry Risk: 34.1846"
6903,Cyber Security,MLPRegressor,1000,80.0,"Company Size: 968.1817, Business Interruption Cost: 711.4576, Security Score: 65.0925, Previous Cyber Incidents: 8.6620, Data Sensitivity: 7.8901"
6904,Cyber Security,Gradient Boosting,100,80.0,"Company Size: 1703.5850, Types of Data Stored: 174.5349, Business Interruption Cost: 37.5163, Data Sensitivity: 20.7507, Industry Risk: 19.0997"
6905,Cyber Security,HistGradientBoosting,100,60.0,"Company Size: 1714.8720, Previous Cyber Incidents: 393.8945, Industry Risk: 288.2571, Compliance Standard: 275.8467, Business Interruption Cost: 221.6627"
6906,Cyber Security,Ridge,500,80.0,"Company Size: 1746.3399, Industry Risk: 235.1860, Security Score: 220.4193, Compliance Standard: 173.7972, Data Sensitivity: 158.8663"
6907,Cyber Security,CatBoost,100,60.0,"Company Size: 1041.1305, Business Interruption Cost: 75.1135, Geographic Location: 69.3469, Previous Cyber Incidents: 65.2390, Industry Risk: 48.8072"
6908,Cyber Security,MLPRegressor,2000,80.0,"Company Size: 917.9829, Business Interruption Cost: 557.3029, Security Score: 57.1803, Data Sensitivity: 7.6234, Previous Cyber Incidents: 7.0109"
6909,Cyber Security,ExtraTrees,100,80.0,"Company Size: 1795.1984, Business Interruption Cost: 214.0643, Security Score: 56.5745, Previous Cyber Incidents: 53.0318, Data Sensitivity: 35.2168"
6910,Cyber Security,CatBoost,1000,100.0,"Company Size: 1649.3415, Data Sensitivity: 145.0159, Business Interruption Cost: 119.5141, Security Score: 38.5144, Industry Risk: 35.9232"
6911,Cyber Security,HistGradientBoosting,2000,100.0,"Company Size: 1864.4612, Business Interruption Cost: 161.8334, Data Sensitivity: 128.1106, Security Score: 51.0408, Industry Risk: 44.9565"
6912,Cyber Security,Gradient Boosting,1000,80.0,"Company Size: 1803.2199, Business Interruption Cost: 162.3148, Data Sensitivity: 118.0799, Security Score: 56.3766, Compliance Standard: 27.2024"
6913,Cyber Security,ElasticNet,500,80.0,"Company Size: 1910.8540, Business Interruption Cost: 325.5413, Security Score: 93.2968, Industry Risk: 91.5122, Geographic Location: 58.7739"
6914,Cyber Security,Ridge,2000,60.0,"Company Size: 1759.1145, Business Interruption Cost: 190.9877, Data Sensitivity: 83.9144, Geographic Location: 48.4977, Previous Cyber Incidents: 23.7415"
6915,Cyber Security,Gradient Boosting,1000,100.0,"Company Size: 1914.7356, Business Interruption Cost: 156.6596, Data Sensitivity: 99.9604, Security Score: 94.4182, Industry Risk: 40.6420"
6916,Cyber Security,MLPRegressor,2000,80.0,"Company Size: 1097.0946, Business Interruption Cost: 495.6070, Security Score: 79.4159, Data Sensitivity: 9.3371, Previous Cyber Incidents: 9.1327"
6917,Cyber Security,CatBoost,1000,80.0,"Company Size: 2071.4166, Business Interruption Cost: 167.1741, Data Sensitivity: 158.2121, Security Score: 80.8574, Geographic Location: 45.2463"
6918,Cyber Security,ElasticNet,500,40.0,"Company Size: 1588.5860, Types of Data Stored: 144.6071, Industry Risk: 143.4252, Compliance Standard: 140.9594, Previous Cyber Incidents: 127.6423"
6919,Cyber Security,CatBoost,2000,80.0,"Company Size: 1763.7107, Business Interruption Cost: 159.2029, Data Sensitivity: 99.0158, Security Score: 65.7890, Types of Data Stored: 30.0384"
6920,Cyber Security,CatBoost,2000,80.0,"Company Size: 1932.4451, Data Sensitivity: 168.8757, Business Interruption Cost: 143.5916, Security Score: 68.3160, Previous Cyber Incidents: 25.2742"
6921,Cyber Security,Gradient Boosting,100,60.0,"Company Size: 1768.0263, Previous Cyber Incidents: 99.3462, Geographic Location: 22.1319, Industry Risk: 21.1128, Business Interruption Cost: 20.6887"
6922,Cyber Security,CatBoost,500,60.0,"Company Size: 1815.5645, Business Interruption Cost: 93.9541, Data Sensitivity: 80.0579, Types of Data Stored: 77.0403, Compliance Standard: 61.6679"
6923,Cyber Security,Random Forest,100,80.0,"Company Size: 2283.8442, Business Interruption Cost: 93.9961, Security Score: 80.8602, Industry Risk: 55.7901, Previous Cyber Incidents: 36.3247"
6924,Cyber Security,MLPRegressor,1000,80.0,"Business Interruption Cost: 1128.8128, Company Size: 997.8324, Security Score: 19.1180, Data Sensitivity: 2.3605, Previous Cyber Incidents: 2.1355"
6925,Cyber Security,ElasticNet,1000,40.0,"Company Size: 1687.5641, Business Interruption Cost: 126.5094, Compliance Standard: 89.4203, Geographic Location: 82.7670, Previous Cyber Incidents: 67.7194"
6926,Cyber Security,ExtraTrees,1000,80.0,"Company Size: 1758.8021, Data Sensitivity: 116.8503, Business Interruption Cost: 78.7173, Industry Risk: 43.4721, Types of Data Stored: 25.9077"
6927,Cyber Security,Random Forest,500,80.0,"Company Size: 1952.4314, Business Interruption Cost: 112.1372, Previous Cyber Incidents: 35.9018, Security Score: 28.2376, Data Sensitivity: 26.0267"
6928,Cyber Security,ExtraTrees,100,60.0,"Company Size: 1835.4084, Business Interruption Cost: 67.2778, Security Score: 34.5612, Previous Cyber Incidents: 24.1171, Compliance Standard: 19.9693"
6929,Cyber Security,HistGradientBoosting,2000,100.0,"Company Size: 2102.9860, Business Interruption Cost: 174.0671, Data Sensitivity: 152.3940, Security Score: 89.2428, Industry Risk: 43.4552"
6930,Cyber Security,Gradient Boosting,2000,80.0,"Company Size: 2026.6042, Business Interruption Cost: 193.9407, Data Sensitivity: 152.5036, Security Score: 108.0907, Types of Data Stored: 59.0409"
6931,Cyber Security,Gradient Boosting,1000,80.0,"Company Size: 1973.5886, Business Interruption Cost: 140.3535, Data Sensitivity: 124.9469, Previous Cyber Incidents: 72.2628, Industry Risk: 36.0527"
6932,Cyber Security,ElasticNet,100,80.0,"Company Size: 2468.9714, Data Sensitivity: 251.1528, Business Interruption Cost: 246.2152, Compliance Standard: 151.5074, Security Score: 122.6037"
6933,Cyber Security,XGBoost,100,80.0,"Company Size: 1922.5652, Business Interruption Cost: 102.0624, Data Sensitivity: 101.3074, Industry Risk: 42.6652, Previous Cyber Incidents: 42.5050"
6934,Cyber Security,Random Forest,1000,100.0,"Company Size: 1948.6301, Business Interruption Cost: 95.4869, Data Sensitivity: 77.2626, Security Score: 29.6289, Industry Risk: 21.5385"
6935,Cyber Security,Random Forest,100,40.0,"Company Size: 1961.8407, Previous Cyber Incidents: 31.3003, Types of Data Stored: 27.0003, Security Score: 20.5534, Geographic Location: 19.9663"
6936,Cyber Security,Random Forest,1000,80.0,"Company Size: 2026.3552, Business Interruption Cost: 96.3249, Data Sensitivity: 59.8073, Previous Cyber Incidents: 33.0055, Industry Risk: 26.0261"
6937,Cyber Security,Random Forest,100,60.0,"Company Size: 2168.7136, Security Score: 45.9006, Types of Data Stored: 33.9954, Geographic Location: 33.7149, Business Interruption Cost: 22.8108"
6938,Cyber Security,XGBoost,100,60.0,"Company Size: 1780.4362, Business Interruption Cost: 120.4139, Industry Risk: 82.0734, Types of Data Stored: 49.3604, Previous Cyber Incidents: 36.8697"
6939,Cyber Security,ExtraTrees,500,100.0,"Company Size: 1649.1376, Business Interruption Cost: 73.1615, Security Score: 44.9616, Industry Risk: 34.5353, Data Sensitivity: 33.7103"
6940,Cyber Security,Gradient Boosting,1000,80.0,"Company Size: 1604.9342, Business Interruption Cost: 120.1944, Data Sensitivity: 67.3111, Previous Cyber Incidents: 47.8877, Security Score: 42.1135"
6941,Cyber Security,Random Forest,100,60.0,"Company Size: 1545.0599, Previous Cyber Incidents: 88.8165, Business Interruption Cost: 32.6457, Compliance Standard: 20.3876, Security Score: 13.9794"
6942,Cyber Security,ExtraTrees,2000,80.0,"Company Size: 1974.5502, Data Sensitivity: 155.3981, Business Interruption Cost: 138.8923, Security Score: 74.7432, Types of Data Stored: 23.9422"
6943,Cyber Security,Ridge,2000,60.0,"Company Size: 1747.3205, Business Interruption Cost: 195.8285, Data Sensitivity: 117.5493, Geographic Location: 92.2488, Types of Data Stored: 58.3570"
6944,Cyber Security,CatBoost,1000,100.0,"Company Size: 1753.0461, Data Sensitivity: 158.0873, Business Interruption Cost: 149.4746, Security Score: 60.9004, Industry Risk: 55.0460"
6945,Cyber Security,CatBoost,2000,80.0,"Company Size: 1839.9884, Business Interruption Cost: 146.1158, Data Sensitivity: 130.9874, Previous Cyber Incidents: 52.8960, Security Score: 40.5297"
6946,Cyber Security,HistGradientBoosting,2000,100.0,"Company Size: 1823.9970, Business Interruption Cost: 168.0322, Data Sensitivity: 124.6401, Security Score: 84.8892, Industry Risk: 28.4602"
6947,Cyber Security,HistGradientBoosting,2000,100.0,"Company Size: 1742.9213, Business Interruption Cost: 149.7997, Data Sensitivity: 86.3945, Security Score: 52.4319, Industry Risk: 35.3567"
6948,Cyber Security,ExtraTrees,100,40.0,"Company Size: 1854.3047, Previous Cyber Incidents: 153.6579, Compliance Standard: 121.3925, Data Sensitivity: 25.8480, Types of Data Stored: 22.2054"
6949,Cyber Security,Random Forest,2000,80.0,"Company Size: 1855.5231, Business Interruption Cost: 142.8153, Data Sensitivity: 122.4429, Security Score: 26.8908, Previous Cyber Incidents: 21.1682"
6950,Cyber Security,XGBoost,100,80.0,"Company Size: 1590.5874, Industry Risk: 69.0925, Security Score: 67.6309, Data Sensitivity: 25.2055, Previous Cyber Incidents: 13.0696"
6951,Cyber Security,ElasticNet,100,80.0,"Company Size: 1316.0582, Industry Risk: 275.6509, Business Interruption Cost: 267.9117, Security Score: 263.5423, Geographic Location: 235.1812"
6952,Cyber Security,XGBoost,1000,100.0,"Company Size: 1830.0514, Business Interruption Cost: 172.5638, Data Sensitivity: 117.2738, Security Score: 61.5532, Industry Risk: 18.2315"
6953,Cyber Security,Random Forest,1000,100.0,"Company Size: 1977.9864, Industry Risk: 102.1858, Security Score: 73.9999, Business Interruption Cost: 73.9991, Data Sensitivity: 71.4210"
6954,Cyber Security,Ridge,1000,40.0,"Company Size: 1686.4677, Business Interruption Cost: 152.1981, Compliance Standard: 107.8473, Geographic Location: 79.6010, Types of Data Stored: 58.6809"
6955,Cyber Security,MLPRegressor,1000,80.0,"Business Interruption Cost: 1163.5981, Company Size: 1065.4106, Security Score: 55.4151, Previous Cyber Incidents: 8.2648, Data Sensitivity: 6.3689"
6956,Cyber Security,CatBoost,1000,60.0,"Company Size: 1805.0005, Business Interruption Cost: 129.8226, Data Sensitivity: 125.8002, Previous Cyber Incidents: 52.8328, Types of Data Stored: 43.4712"
6957,Cyber Security,Ridge,1000,100.0,"Company Size: 1893.5851, Business Interruption Cost: 181.3641, Data Sensitivity: 139.1198, Industry Risk: 40.6887, Security Score: 39.7376"
6958,Cyber Security,HistGradientBoosting,500,80.0,"Company Size: 1785.1338, Business Interruption Cost: 137.9366, Data Sensitivity: 78.0510, Types of Data Stored: 40.1445, Industry Risk: 27.1303"
6959,Cyber Security,CatBoost,500,60.0,"Company Size: 1606.3062, Business Interruption Cost: 154.1912, Geographic Location: 62.7540, Compliance Standard: 56.2950, Data Sensitivity: 43.2569"
6960,Cyber Security,ExtraTrees,100,60.0,"Company Size: 1697.2751, Business Interruption Cost: 123.1220, Compliance Standard: 74.5889, Types of Data Stored: 65.7472, Security Score: 56.3033"
6961,Cyber Security,Gradient Boosting,1000,100.0,"Company Size: 1785.7716, Data Sensitivity: 149.6664, Business Interruption Cost: 130.8295, Security Score: 54.9204, Industry Risk: 20.3824"
6962,Cyber Security,XGBoost,1000,80.0,"Company Size: 1991.8828, Business Interruption Cost: 179.2756, Data Sensitivity: 164.9635, Security Score: 50.8550, Previous Cyber Incidents: 40.5096"
6963,Cyber Security,Gradient Boosting,100,80.0,"Company Size: 1636.2527, Security Score: 41.0995, Data Sensitivity: 33.1784, Types of Data Stored: 32.8054, Business Interruption Cost: 31.5836"
6964,Cyber Security,Ridge,1000,60.0,"Company Size: 1687.8351, Business Interruption Cost: 140.5499, Types of Data Stored: 118.6231, Security Score: 79.4082, Compliance Standard: 30.0501"
6965,Cyber Security,Gradient Boosting,500,80.0,"Company Size: 2183.1215, Business Interruption Cost: 132.8125, Data Sensitivity: 66.5765, Geographic Location: 60.5944, Security Score: 56.0910"
6966,Cyber Security,HistGradientBoosting,100,60.0,"Company Size: 1697.2751, Business Interruption Cost: 123.1220, Compliance Standard: 74.5889, Types of Data Stored: 65.7472, Security Score: 56.3033"
6967,Cyber Security,CatBoost,100,60.0,"Company Size: 1265.6696, Types of Data Stored: 176.6255, Business Interruption Cost: 102.4999, Geographic Location: 78.9698, Industry Risk: 69.6654"
6968,Cyber Security,Random Forest,500,80.0,"Company Size: 2006.4719, Business Interruption Cost: 74.1408, Previous Cyber Incidents: 73.4633, Data Sensitivity: 50.2326, Security Score: 31.0410"
6969,Cyber Security,CatBoost,100,80.0,"Company Size: 1366.2692, Geographic Location: 183.1924, Industry Risk: 146.8313, Business Interruption Cost: 129.3221, Data Sensitivity: 69.8215"
6970,Cyber Security,Ridge,500,80.0,"Company Size: 1437.0859, Data Sensitivity: 125.7558, Security Score: 95.4179, Previous Cyber Incidents: 68.0724, Business Interruption Cost: 59.0849"
6971,Cyber Security,ExtraTrees,100,40.0,"Company Size: 1906.3778, Compliance Standard: 80.7321, Geographic Location: 71.5297, Data Sensitivity: 64.7646, Previous Cyber Incidents: 54.0144"
6972,Cyber Security,MLPRegressor,500,80.0,"Business Interruption Cost: 1182.2205, Company Size: 1124.3005, Security Score: 75.3728, Previous Cyber Incidents: 8.9773, Data Sensitivity: 7.5768"
6973,Cyber Security,CatBoost,2000,80.0,"Company Size: 1715.4536, Business Interruption Cost: 140.7311, Data Sensitivity: 91.3066, Security Score: 64.0189, Compliance Standard: 54.2497"
6974,Cyber Security,CatBoost,500,80.0,"Company Size: 1527.9201, Business Interruption Cost: 114.4909, Data Sensitivity: 59.9930, Industry Risk: 38.3710, Geographic Location: 33.7239"
6975,Cyber Security,CatBoost,100,80.0,"Company Size: 1145.1281, Compliance Standard: 120.6283, Business Interruption Cost: 93.9576, Security Score: 89.6511, Data Sensitivity: 68.2794"
6976,Cyber Security,Random Forest,2000,100.0,"Company Size: 2007.2738, Business Interruption Cost: 177.0467, Data Sensitivity: 90.3857, Security Score: 62.4419, Industry Risk: 23.7187"
6977,Cyber Security,ExtraTrees,1000,80.0,"Company Size: 2083.9701, Business Interruption Cost: 161.2403, Data Sensitivity: 81.2759, Security Score: 43.1939, Previous Cyber Incidents: 43.0607"
6978,Cyber Security,ElasticNet,1000,60.0,"Company Size: 1731.7565, Business Interruption Cost: 294.0219, Data Sensitivity: 213.9340, Previous Cyber Incidents: 128.2276, Geographic Location: 99.5717"
6979,Cyber Security,ExtraTrees,100,80.0,"Company Size: 1470.5767, Data Sensitivity: 77.5574, Business Interruption Cost: 71.9351, Security Score: 43.7763, Types of Data Stored: 34.8758"
6980,Cyber Security,Ridge,100,60.0,"Company Size: 2054.2768, Data Sensitivity: 515.1890, Business Interruption Cost: 424.4126, Geographic Location: 250.8502, Compliance Standard: 217.9850"
